date,day_weather,night_weather,max_temp,min_temp,day_wind,night_wind
2023-09-01,晴 ,  晴,28℃ , 20℃,西风 3-4级 , 西北风 3-4级
2023-09-02,晴 ,  晴,28℃ , 20℃,南风 3-4级 , 东南风 3-4级
2023-09-03,晴 ,  多云,28℃ , 22℃,南风 3-4级 , 东南风 3-4级
2023-09-04,多云 ,  晴,28℃ , 22℃,东南风 3-4级 , 北风 3-4级
2023-09-05,晴 ,  晴,30℃ , 21℃,北风 3-4级 , 北风 3-4级
2023-09-06,晴 ,  晴,30℃ , 21℃,北风 3-4级 , 北风 1-3级
2023-09-07,晴 ,  多云,29℃ , 23℃,南风 3-4级 , 南风 3-4级
2023-09-08,多云 ,  多云,29℃ , 23℃,南风 1-3级 , 南风 1-3级
2023-09-09,多云 ,  多云,28℃ , 22℃,北风 3-4级 , 北风 3-4级
2023-09-10,多云 ,  多云,27℃ , 23℃,南风 1-3级 , 西南风 3-4级
2023-09-11,多云 ,  雷阵雨,27℃ , 21℃,西南风 3-4级 , 北风 4-5级
2023-09-12,晴 ,  晴,28℃ , 17℃,北风 1-3级 , 东北风 1-3级
2023-09-13,晴 ,  晴,28℃ , 18℃,东北风 3-4级 , 东北风 3-4级
2023-09-14,晴 ,  晴,28℃ , 19℃,北风 1-3级 , 北风 1-3级
2023-09-15,多云 ,  多云,28℃ , 20℃,东南风 1-3级 , 东南风 1-3级
2023-09-16,多云 ,  多云,28℃ , 20℃,东北风 1-3级 , 东北风 1-3级
2023-09-17,晴 ,  多云,27℃ , 22℃,南风 3-4级 , 南风 3-4级
2023-09-18,雷阵雨 ,  雷阵雨,29℃ , 21℃,西南风 4-5级 , 北风 4-5级
2023-09-19,多云 ,  晴,27℃ , 18℃,北风 4-5级 , 北风 4-5级
2023-09-20,晴 ,  晴,26℃ , 17℃,北风 4-5级 , 北风 4-5级
2023-09-21,晴 ,  晴,26℃ , 20℃,北风 3-4级 , 西南风 3-4级
2023-09-22,多云 ,  多云,28℃ , 17℃,北风 4-5级 , 北风 4-5级
2023-09-23,多云 ,  多云,25℃ , 19℃,东北风 4-5级 , 东南风 3-4级
2023-09-24,阵雨 ,  雷阵雨,25℃ , 19℃,东南风 4-5级 , 东南风 4-5级
2023-09-25,阵雨 ,  小雨,23℃ , 18℃,东南风 3-4级 , 北风 3-4级
2023-09-26,小雨 ,  阴,22℃ , 19℃,东风 3-4级 , 西风 3-4级
2023-09-27,多云 ,  晴,25℃ , 18℃,西风 3-4级 , 西北风 3-4级
2023-09-28,晴 ,  晴,26℃ , 17℃,北风 3-4级 , 南风 3-4级
2023-09-29,多云 ,  多云,25℃ , 18℃,西南风 4-5级 , 西北风 4-5级
2023-09-30,晴 ,  晴,22℃ , 16℃,北风 4-5级 , 北风 3-4级
2023-10-01,晴 ,  晴,25℃ , 16℃,西北风 3-4级 , 西南风 3-4级
2023-10-02,晴 ,  多云,24℃ , 19℃,西南风 3-4级 , 西南风 3-4级
2023-10-03,多云 ,  多云,24℃ , 18℃,西南风 3-4级 , 北风 4-5级
2023-10-04,多云 ,  晴,21℃ , 12℃,北风 4-5级 , 北风 4-5级
2023-10-05,晴 ,  晴,19℃ , 14℃,西北风 4-5级 , 西北风 3-4级
2023-10-06,多云 ,  多云,23℃ , 15℃,西北风 3-4级 , 东北风 3-4级
2023-10-07,多云 ,  多云,21℃ , 16℃,东风 3-4级 , 东南风 3-4级
2023-10-08,多云 ,  雷阵雨,22℃ , 14℃,南风 3-4级 , 西北风 4-5级
2023-10-09,阵雨 ,  晴,21℃ , 14℃,北风 4-5级 , 北风 4-5级
2023-10-10,晴 ,  晴,21℃ , 14℃,北风 3-4级 , 北风 3-4级
2023-10-11,晴 ,  多云,23℃ , 15℃,西北风 4-5级 , 西北风 4-5级
2023-10-12,多云 ,  阴,22℃ , 16℃,西南风 4-5级 , 西南风 4-5级
2023-10-13,雷阵雨 ,  雷阵雨,21℃ , 12℃,西南风 4-5级 , 西北风 5-6级
2023-10-14,多云 ,  晴,21℃ , 15℃,西北风 4-5级 , 无持续风向 5-6级
2023-10-15,晴 ,  晴,19℃ , 10℃,北风 5-6级 , 北风 4-5级
2023-10-16,晴 ,  晴,17℃ , 11℃,无持续风向 4-5级 , 西南风 4-5级
2023-10-17,晴 ,  阴,21℃ , 15℃,南风 4-5级 , 西南风 5-6级
2023-10-18,小雨 ,  多云,20℃ , 13℃,无持续风向 5-6级 , 无持续风向 4-5级
2023-10-19,晴 ,  多云,19℃ , 10℃,北风 5-6级 , 北风 5-6级
2023-10-20,晴 ,  晴,15℃ , 11℃,西北风 5-6级 , 西北风 5-6级
2023-10-21,晴 ,  晴,18℃ , 12℃,北风 4-5级 , 西南风 5-6级
2023-10-22,晴 ,  晴,21℃ , 14℃,西南风 4-5级 , 西南风 4-5级
2023-10-23,晴 ,  晴,22℃ , 16℃,西南风 4-5级 , 西南风 5-6级
2023-10-24,晴 ,  晴,22℃ , 14℃,西南风 4-5级 , 西南风 4-5级
2023-10-25,晴 ,  晴,22℃ , 11℃,西南风 4-5级 , 北风 5-6级
2023-10-26,晴 ,  晴,17℃ , 8℃,北风 6-7级 , 北风 5-6级
2023-10-27,晴 ,  晴,19℃ , 12℃,西南风 5-6级 , 西南风 4-5级
2023-10-28,晴 ,  晴,20℃ , 14℃,东南风 4-5级 , 东南风 4-5级
2023-10-29,晴 ,  阴,21℃ , 16℃,南风 4-5级 , 南风 5-6级
2023-10-30,多云 ,  多云,22℃ , 16℃,南风 4-5级 , 南风 5-6级
2023-10-31,晴 ,  多云,22℃ , 14℃,西南风 5-6级 , 西南风 4-5级
2023-11-01,晴 ,  晴,22℃ , 16℃,无持续风向 3-4级 , 西南风 4-5级
2023-11-02,晴 ,  多云,24℃ , 8℃,西南风 5-6级 , 北风 5-6级
2023-11-03,晴 ,  晴,13℃ , 8℃,北风 4-5级 , 北风 4-5级
2023-11-04,晴 ,  阴,17℃ , 10℃,东风 4-5级 , 东风 4-5级
2023-11-05,中到大雨 ,  中到大雨,18℃ , 8℃,东风 5-6级 , 西北风 5-6级
2023-11-06,小雨 ,  多云,8℃ , 2℃,西北风 7-8级 , 西北风 7-8级
2023-11-07,多云 ,  阵雨,13℃ , 3℃,南风 4-5级 , 南风 5-6级
2023-11-08,阴 ,  多云,17℃ , 5℃,南风 5-6级 , 无持续风向 5-6级
2023-11-09,多云 ,  晴,8℃ , 1℃,北风 5-6级 , 北风 5-6级
2023-11-10,多云 ,  多云,3℃ , -2℃,北风 5-6级 , 无持续风向 4-5级
2023-11-11,晴 ,  多云,3℃ , -2℃,北风 5-6级 , 无持续风向 5-6级
2023-11-12,多云 ,  晴,2℃ , -2℃,北风 5-6级 , 北风 5-6级
2023-11-13,晴 ,  多云,8℃ , 2℃,西北风 4-5级 , 西风 4-5级
2023-11-14,晴 ,  晴,12℃ , 7℃,西风 4-5级 , 西风 4-5级
2023-11-15,多云 ,  小雨,13℃ , 7℃,西南风 4-5级 , 西北风 5-6级
2023-11-16,多云 ,  雨夹雪,9℃ , -1℃,西北风 5-6级 , 西北风 5-6级
2023-11-17,小雪 ,  多云,3℃ , 0℃,西北风 6-7级 , 西北风 6-7级
2023-11-18,晴 ,  晴,10℃ , 2℃,西风 5-6级 , 西风 5-6级
2023-11-19,晴 ,  晴,11℃ , 4℃,北风 5-6级 , 西南风 4-5级
2023-11-20,晴 ,  晴,14℃ , 8℃,南风 5-6级 , 西南风 5-6级
2023-11-21,晴 ,  多云,15℃ , 10℃,南风 4-5级 , 南风 4-5级
2023-11-22,阴 ,  多云,15℃ , 2℃,西风 5-6级 , 北风 5-6级
2023-11-23,阵雪 ,  多云,4℃ , -4℃,北风 5-6级 , 北风 5-6级
2023-11-24,多云 ,  晴,-1℃ , -5℃,北风 5-6级 , 南风 4-5级
2023-11-25,阴 ,  雨夹雪,7℃ , -3℃,南风 5-6级 , 南风 5-6级
2023-11-26,多云 ,  雨夹雪,8℃ , 4℃,西风 4-5级 , 西风 4-5级
2023-11-27,多云 ,  多云,7℃ , -4℃,北风 5-6级 , 北风 5-6级
2023-11-28,多云 ,  阵雪,1℃ , -4℃,西北风 1-3级 , 无持续风向 5-6级
2023-11-29,晴 ,  晴,0℃ , -5℃,北风 5-6级 , 北风 5-6级
2023-11-30,晴 ,  晴,0℃ , -5℃,西北风 4-5级 , 西北风 4-5级
2023-12-01,晴 ,  晴,5℃ , -2℃,西风 5-6级 , 西风 5-6级
2023-12-02,晴 ,  晴,8℃ , -2℃,西北风 5-6级 , 西北风 4-5级
2023-12-03,晴 ,  晴,10℃ , 2℃,西南风 5-6级 , 西南风 5-6级
2023-12-04,晴 ,  多云,10℃ , 3℃,西南风 4-5级 , 无持续风向 4-5级
2023-12-05,晴 ,  多云,10℃ , 4℃,西南风 4-5级 , 西北风 4-5级
2023-12-06,晴 ,  晴,8℃ , 1℃,西北风 5-6级 , 西南风 5-6级
2023-12-07,晴 ,  晴,13℃ , 8℃,西南风 4-5级 , 西南风 4-5级
2023-12-08,晴 ,  晴,14℃ , -1℃,西南风 4-5级 , 北风 5-6级
2023-12-09,晴 ,  多云,6℃ , -5℃,无持续风向 5-6级 , 北风 5-6级
2023-12-10,多云 ,  阴,-2℃ , -5℃,北风 5-6级 , 北风 5-6级
2023-12-11,中雪 ,  多云,-4℃ , -8℃,北风 5-6级 , 北风 5-6级
2023-12-12,晴 ,  多云,-2℃ , -8℃,北风 4-5级 , 北风 5-6级
2023-12-13,多云 ,  阴,1℃ , -5℃,东北风 5-6级 , 东北风 5-6级
2023-12-14,中雪 ,  大雪,-3℃ , -9℃,东北风 6-7级 , 东北风 6-7级
2023-12-15,阵雪 ,  阵雪,-8℃ , -10℃,北风 6-7级 , 北风 6-7级
2023-12-16,阵雪 ,  阵雪,-8℃ , -11℃,西北风 5-6级 , 西北风 5-6级
2023-12-17,阵雪 ,  多云,-6℃ , -10℃,西北风 3-4级 , 西北风 4-5级
2023-12-18,阵雪 ,  阵雪,-1℃ , -6℃,西风 4-5级 , 西风 5-6级
2023-12-19,阵雪 ,  阵雪,-1℃ , -13℃,北风 4-5级 , 北风 4-5级
2023-12-20,阵雪 ,  阵雪,-11℃ , -14℃,北风 4-5级 , 北风 4-5级
2023-12-21,阵雪 ,  多云,-8℃ , -14℃,北风 4-5级 , 西北风 4-5级
2023-12-22,多云 ,  多云,-3℃ , -10℃,西风 4-5级 , 西风 3-4级
2023-12-23,阵雪 ,  多云,0℃ , -6℃,西风 3-4级 , 西风 3-4级
2023-12-24,雨夹雪 ,  晴,0℃ , -6℃,西风 4-5级 , 西北风 4-5级
2023-12-25,晴 ,  晴,3℃ , -4℃,西南风 4-5级 , 西南风 4-5级
2023-12-26,晴 ,  晴,2℃ , -5℃,东北风 4-5级 , 东北风 3-4级
2023-12-27,晴 ,  多云,2℃ , -3℃,东风 3-4级 , 西风 3-4级
2023-12-28,雨夹雪 ,  多云,4℃ , -3℃,西北风 3-4级 , 西南风 3-4级
2023-12-29,雨夹雪 ,  小雨,4℃ , -1℃,西南风 3-4级 , 西南风 3-4级
2023-12-30,小雨 ,  小雪,6℃ , -4℃,西南风 3-4级 , 北风 4-5级
2023-12-31,多云 ,  晴,-4℃ , -8℃,北风 5-6级 , 北风 4-5级
2024-01-01,晴 ,  多云,1℃ , -8℃,西南风 3-4级 , 西南风 3-4级
2024-01-02,多云 ,  多云,4℃ , -4℃,西风 3-4级 , 北风 3-4级
2024-01-03,晴 ,  晴,2℃ , -3℃,北风 3-4级 , 西南风 4-5级
2024-01-04,晴 ,  晴,7℃ , -3℃,西南风 4-5级 , 北风 4-5级
2024-01-05,晴 ,  晴,2℃ , -3℃,北风 4-5级 , 西南风 3-4级
2024-01-06,多云 ,  多云,1℃ , -8℃,北风 4-5级 , 北风 4-5级
2024-01-07,晴 ,  晴,-2℃ , -8℃,北风 4-5级 , 南风 3-4级
2024-01-08,晴 ,  多云,4℃ , -2℃,西南风 4-5级 , 北风 4-5级
2024-01-09,多云 ,  晴,0℃ , -7℃,北风 4-5级 , 北风 4-5级
2024-01-10,晴 ,  晴,3℃ , -6℃,西南风 4-5级 , 西南风 4-5级
2024-01-11,晴 ,  晴,5℃ , -3℃,西南风 4-5级 , 东北风 3-4级
2024-01-12,晴 ,  晴,5℃ , -3℃,南风 3-4级 , 东北风 3-4级
2024-01-13,多云 ,  雨夹雪,5℃ , -5℃,东南风 4-5级 , 北风 4-5级
2024-01-14,晴 ,  晴,-3℃ , -6℃,北风 4-5级 , 北风 4-5级
2024-01-15,晴 ,  晴,3℃ , -4℃,西风 3-4级 , 西南风 3-4级
2024-01-16,晴 ,  多云,5℃ , 0℃,南风 3-4级 , 西南风 3-4级
2024-01-17,雨夹雪 ,  阵雪,4℃ , -4℃,西南风 3-4级 , 北风 4-5级
2024-01-18,晴 ,  晴,0℃ , -6℃,北风 4-5级 , 北风 4-5级
2024-01-19,晴 ,  多云,1℃ , -6℃,北风 4-5级 , 北风 4-5级
2024-01-20,小到中雪 ,  阵雪,-3℃ , -11℃,北风 4-5级 , 北风 4-5级
2024-01-21,晴 ,  阵雪,-9℃ , -13℃,北风 4-5级 , 北风 4-5级
2024-01-22,晴 ,  晴,-10℃ , -14℃,北风 4-5级 , 北风 4-5级
2024-01-23,晴 ,  晴,-2℃ , -11℃,西北风 4-5级 , 北风 4-5级
2024-01-24,晴 ,  晴,-3℃ , -7℃,北风 4-5级 , 西风 3-4级
2024-01-25,晴 ,  晴,3℃ , -3℃,西风 3-4级 , 西北风 3-4级
2024-01-26,晴 ,  晴,2℃ , -6℃,北风 3-4级 , 北风 3-4级
2024-01-27,晴 ,  晴,0℃ , -5℃,北风 3-4级 , 北风 3-4级
2024-01-28,晴 ,  晴,4℃ , -4℃,西南风 3-4级 , 北风 3-4级
2024-01-29,晴 ,  晴,3℃ , -2℃,东北风 3-4级 , 南风 3-4级
2024-01-30,阴 ,  阴,6℃ , -5℃,南风 3-4级 , 北风 4-5级
2024-01-31,多云 ,  晴,-4℃ , -12℃,北风 4-5级 , 北风 4-5级
2024-02-01,晴 ,  晴,-8℃ , -13℃,北风 4-5级 , 北风 4-5级
2024-02-02,晴 ,  多云,-3℃ , -11℃,北风 4-5级 , 北风 4-5级
2024-02-03,晴 ,  晴,-1℃ , -8℃,北风 4-5级 , 北风 4-5级
2024-02-04,晴 ,  阴,0℃ , -8℃,北风 4-5级 , 北风 4-5级
2024-02-05,小到中雪 ,  多云,-4℃ , -8℃,北风 4-5级 , 北风 4-5级
2024-02-06,晴 ,  晴,-3℃ , -8℃,北风 4-5级 , 北风 4-5级
2024-02-07,晴 ,  晴,-1℃ , -6℃,北风 4-5级 , 北风 3-4级
2024-02-08,晴 ,  晴,2℃ , -5℃,西北风 3-4级 , 西北风 3-4级
2024-02-09,晴 ,  晴,5℃ , -3℃,西南风 3-4级 , 东北风 3-4级
2024-02-10,晴 ,  晴,3℃ , -3℃,东北风 3-4级 , 西南风 3-4级
2024-02-11,晴 ,  晴,6℃ , 0℃,西风 4-5级 , 南风 3-4级
2024-02-12,晴 ,  晴,11℃ , 4℃,南风 4-5级 , 南风 4-5级
2024-02-13,晴 ,  多云,12℃ , 2℃,南风 3-4级 , 北风 3-4级
2024-02-14,多云 ,  多云,7℃ , -3℃,北风 4-5级 , 北风 4-5级
2024-02-15,晴 ,  晴,2℃ , -3℃,北风 4-5级 , 南风 3-4级
2024-02-16,晴 ,  晴,7℃ , 2℃,南风 4-5级 , 南风 4-5级
2024-02-17,晴 ,  多云,10℃ , 3℃,南风 4-5级 , 南风 4-5级
2024-02-18,小雨 ,  小到中雨,10℃ , -1℃,东南风 4-5级 , 北风 4-5级
2024-02-19,多云 ,  晴,-2℃ , -10℃,北风 5-6级 , 北风 4-5级
2024-02-20,多云 ,  小雪,-5℃ , -9℃,北风 4-5级 , 北风 5-6级
2024-02-21,小雪 ,  多云,-6℃ , -10℃,北风 5-6级 , 北风 4-5级
2024-02-22,多云 ,  多云,-4℃ , -8℃,北风 4-5级 , 北风 4-5级
2024-02-23,晴 ,  晴,0℃ , -8℃,北风 4-5级 , 北风 3-4级
2024-02-24,阴 ,  阴,3℃ , -3℃,北风 3-4级 , 北风 3-4级
2024-02-25,晴 ,  晴,3℃ , -4℃,北风 4-5级 , 北风 4-5级
2024-02-26,晴 ,  多云,2℃ , -4℃,北风 4-5级 , 北风 3-4级
2024-02-27,多云 ,  多云,3℃ , -2℃,南风 1-3级 , 南风 1-3级
2024-02-28,多云 ,  多云,5℃ , -2℃,北风 3-4级 , 北风 3-4级
2024-02-29,多云 ,  晴,0℃ , -8℃,北风 4-5级 , 北风 4-5级
2024-03-01,晴 ,  晴,2℃ , -8℃,西北风 4-5级 , 西南风 4-5级
2024-03-02,晴 ,  晴,4℃ , -2℃,西北风 4-5级 , 东北风 1-3级
2024-03-03,晴 ,  晴,5℃ , -1℃,北风 3-4级 , 东南风 3-4级
2024-03-04,多云 ,  多云,6℃ , 1℃,东南风 4-5级 , 东北风 4-5级
2024-03-05,多云 ,  多云,8℃ , 0℃,北风 4-5级 , 北风 4-5级
2024-03-06,多云 ,  多云,8℃ , 0℃,北风 4-5级 , 北风 4-5级
2024-03-07,多云 ,  晴,7℃ , -1℃,西风 4-5级 , 西北风 4-5级
2024-03-08,晴 ,  晴,3℃ , -2℃,西北风 4-5级 , 南风 3-4级
2024-03-09,晴 ,  晴,6℃ , 1℃,南风 4-5级 , 南风 4-5级
2024-03-10,多云 ,  阴,9℃ , 5℃,南风 4-5级 , 南风 4-5级
2024-03-11,小雨 ,  多云,10℃ , 1℃,北风 4-5级 , 北风 4-5级
2024-03-12,晴 ,  晴,9℃ , 3℃,西北风 4-5级 , 西南风 3-4级
2024-03-13,晴 ,  晴,12℃ , 3℃,西风 4-5级 , 南风 3-4级
2024-03-14,晴 ,  晴,15℃ , 7℃,西南风 4-5级 , 西南风 4-5级
2024-03-15,晴 ,  晴,17℃ , 4℃,西南风 4-5级 , 南风 3-4级
2024-03-16,多云 ,  多云,13℃ , 3℃,南风 4-5级 , 北风 4-5级
2024-03-17,晴 ,  晴,8℃ , 0℃,北风 4-5级 , 西南风 3-4级
2024-03-18,多云 ,  多云,11℃ , 2℃,西南风 3-4级 , 西北风 3-4级
2024-03-19,多云 ,  晴,8℃ , 2℃,西北风 4-5级 , 西北风 4-5级
2024-03-20,晴 ,  晴,7℃ , 2℃,西北风 4-5级 , 西南风 4-5级
2024-03-21,小雨 ,  小雨,11℃ , 6℃,东南风 4-5级 , 东南风 4-5级
2024-03-22,阵雨 ,  晴,14℃ , 4℃,东南风 4-5级 , 东北风 3-4级
2024-03-23,多云 ,  多云,9℃ , 2℃,东风 3-4级 , 东北风 4-5级
2024-03-24,多云 ,  阵雨,14℃ , 5℃,东北风 4-5级 , 东北风 3-4级
2024-03-25,阵雨 ,  多云,8℃ , 4℃,北风 4-5级 , 北风 3-4级
2024-03-26,晴 ,  阴,14℃ , 5℃,南风 3-4级 , 南风 4-5级
2024-03-27,多云 ,  雷阵雨,14℃ , 7℃,南风 4-5级 , 南风 4-5级
2024-03-28,多云 ,  阵雨,12℃ , 4℃,西风 4-5级 , 西风 4-5级
2024-03-29,晴 ,  多云,12℃ , 6℃,西北风 4-5级 , 西南风 3-4级
2024-03-30,晴 ,  多云,14℃ , 5℃,北风 4-5级 , 南风 3-4级
2024-03-31,多云 ,  晴,12℃ , 5℃,东南风 3-4级 , 东风 3-4级
2024-04-01,多云 ,  阴,11℃ , 7℃,东南风 4-5级 , 东风 4-5级
2024-04-02,多云 ,  多云,12℃ , 8℃,东风 4-5级 , 北风 4-5级
2024-04-03,多云 ,  晴,16℃ , 7℃,北风 4-5级 , 北风 4-5级
2024-04-04,晴 ,  晴,15℃ , 5℃,北风 4-5级 , 北风 3-4级
2024-04-05,晴 ,  多云,17℃ , 9℃,西南风 4-5级 , 西南风 3-4级
2024-04-06,晴 ,  晴,19℃ , 10℃,西南风 4-5级 , 西南风 3-4级
2024-04-07,晴 ,  晴,20℃ , 8℃,西南风 3-4级 , 北风 4-5级
2024-04-08,晴 ,  晴,18℃ , 5℃,北风 4-5级 , 北风 4-5级
2024-04-09,多云 ,  阴,13℃ , 6℃,北风 3-4级 , 南风 3-4级
2024-04-10,阴 ,  阵雨,17℃ , 10℃,南风 3-4级 , 南风 4-5级
2024-04-11,晴 ,  晴,19℃ , 11℃,南风 4-5级 , 南风 4-5级
2024-04-12,晴 ,  多云,19℃ , 11℃,南风 4-5级 , 南风 3-4级
2024-04-13,多云 ,  多云,17℃ , 9℃,南风 4-5级 , 东南风 4-5级
2024-04-14,阵雨 ,  小到中雨,14℃ , 10℃,东南风 4-5级 , 北风 4-5级
2024-04-15,多云 ,  晴,16℃ , 10℃,西风 4-5级 , 西北风 3-4级
2024-04-16,晴 ,  晴,20℃ , 9℃,西北风 4-5级 , 西南风 3-4级
2024-04-17,晴 ,  晴,21℃ , 11℃,西南风 3-4级 , 西南风 3-4级
2024-04-18,晴 ,  多云,22℃ , 12℃,北风 4-5级 , 北风 3-4级
2024-04-19,晴 ,  多云,20℃ , 11℃,东北风 4-5级 , 东风 3-4级
2024-04-20,多云 ,  晴,18℃ , 10℃,东风 3-4级 , 东风 3-4级
2024-04-21,晴 ,  晴,18℃ , 8℃,东风 3-4级 , 东南风 3-4级
2024-04-22,多云 ,  阴,18℃ , 12℃,东南风 3-4级 , 东南风 4-5级
2024-04-23,中雨 ,  小雨,16℃ , 10℃,东南风 4-5级 , 北风 3-4级
2024-04-24,多云 ,  晴,19℃ , 10℃,南风 3-4级 , 南风 4-5级
2024-04-25,晴 ,  晴,23℃ , 15℃,南风 4-5级 , 南风 4-5级
2024-04-26,晴 ,  多云,20℃ , 13℃,东南风 3-4级 , 东南风 3-4级
2024-04-27,多云 ,  多云,20℃ , 14℃,东风 3-4级 , 东北风 3-4级
2024-04-28,多云 ,  多云,23℃ , 11℃,东北风 4-5级 , 东北风 4-5级
2024-04-29,多云 ,  多云,20℃ , 10℃,北风 4-5级 , 北风 4-5级
2024-04-30,多云 ,  晴,18℃ , 12℃,西北风 4-5级 , 西南风 3-4级
2024-05-01,晴 ,  晴,24℃ , 14℃,西南风 3-4级 , 西南风 3-4级
2024-05-02,晴 ,  晴,25℃ , 15℃,西南风 4-5级 , 西南风 3-4级
2024-05-03,晴 ,  晴,26℃ , 14℃,西南风 3-4级 , 西南风 3-4级
2024-05-04,多云 ,  雷阵雨,23℃ , 13℃,东南风 3-4级 , 东南风 3-4级
2024-05-05,小到中雨 ,  小到中雨,17℃ , 12℃,西北风 4-5级 , 西北风 4-5级
2024-05-06,阵雨 ,  多云,16℃ , 13℃,西北风 4-5级 , 西北风 4-5级
2024-05-07,多云 ,  晴,23℃ , 13℃,北风 4-5级 , 北风 3-4级
2024-05-08,晴 ,  晴,25℃ , 16℃,西南风 3-4级 , 西南风 4-5级
2024-05-09,晴 ,  多云,26℃ , 16℃,西南风 4-5级 , 南风 4-5级
2024-05-10,多云 ,  阵雨,25℃ , 15℃,南风 4-5级 , 南风 4-5级
2024-05-11,多云 ,  晴,21℃ , 14℃,西风 4-5级 , 西北风 3-4级
2024-05-12,晴 ,  晴,24℃ , 14℃,西南风 3-4级 , 西南风 3-4级
2024-05-13,晴 ,  晴,28℃ , 18℃,西南风 4-5级 , 西南风 4-5级
2024-05-14,多云 ,  阵雨,30℃ , 15℃,西南风 4-5级 , 北风 4-5级
2024-05-15,晴 ,  晴,24℃ , 16℃,北风 4-5级 , 西风 4-5级
2024-05-16,晴 ,  晴,26℃ , 15℃,西风 4-5级 , 南风 3-4级
2024-05-17,晴 ,  晴,24℃ , 15℃,东南风 3-4级 , 东南风 3-4级
2024-05-18,晴 ,  晴,23℃ , 16℃,东南风 4-5级 , 东南风 4-5级
2024-05-19,雷阵雨 ,  雷阵雨,20℃ , 14℃,东南风 4-5级 , 北风 4-5级
2024-05-20,晴 ,  晴,24℃ , 14℃,北风 3-4级 , 南风 3-4级
2024-05-21,晴 ,  晴,21℃ , 14℃,东南风 3-4级 , 南风 3-4级
2024-05-22,晴 ,  晴,22℃ , 13℃,南风 4-5级 , 南风 4-5级
2024-05-23,晴 ,  多云,24℃ , 16℃,东北风 4-5级 , 东北风 3-4级
2024-05-24,多云 ,  阵雨,24℃ , 16℃,东北风 3-4级 , 东风 3-4级
2024-05-25,多云 ,  中到大雨,23℃ , 17℃,东南风 3-4级 , 南风 4-5级
2024-05-26,阵雨 ,  晴,20℃ , 15℃,西北风 4-5级 , 西北风 4-5级
2024-05-27,晴 ,  晴,24℃ , 16℃,西北风 4-5级 , 西风 3-4级
2024-05-28,晴 ,  晴,25℃ , 16℃,西南风 3-4级 , 西南风 3-4级
2024-05-29,晴 ,  多云,26℃ , 18℃,西南风 4-5级 , 西南风 4-5级
2024-05-30,多云 ,  雷阵雨,22℃ , 15℃,南风 4-5级 , 北风 4-5级
2024-05-31,多云 ,  晴,25℃ , 16℃,北风 4-5级 , 西北风 3-4级
2024-06-01,晴 ,  晴,25℃ , 16℃,西风 3-4级 , 西风 3-4级
2024-06-02,晴 ,  晴,27℃ , 17℃,北风 3-4级 , 北风 3-4级
2024-06-03,晴 ,  晴,26℃ , 16℃,北风 3-4级 , 南风 3-4级
2024-06-04,晴 ,  晴,26℃ , 18℃,南风 3-4级 , 南风 3-4级
2024-06-05,多云 ,  多云,24℃ , 17℃,南风 3-4级 , 南风 3-4级
2024-06-06,晴 ,  多云,26℃ , 18℃,南风 3-4级 , 南风 4-5级
2024-06-07,多云 ,  雷阵雨,23℃ , 18℃,南风 4-5级 , 南风 4-5级
2024-06-08,多云 ,  多云,25℃ , 18℃,南风 3-4级 , 东南风 3-4级
2024-06-09,多云 ,  晴,26℃ , 18℃,东南风 3-4级 , 东风 3-4级
2024-06-10,晴 ,  晴,23℃ , 17℃,东南风 3-4级 , 南风 3-4级
2024-06-11,阴 ,  阴,29℃ , 19℃,南风 4-5级 , 南风 4-5级
2024-06-12,晴 ,  晴,28℃ , 20℃,南风 4-5级 , 南风 3-4级
2024-06-13,多云 ,  雷阵雨,25℃ , 20℃,南风 4-5级 , 南风 4-5级
2024-06-14,小雨 ,  多云,24℃ , 18℃,南风 4-5级 , 北风 3-4级
2024-06-15,晴 ,  晴,27℃ , 18℃,北风 3-4级 , 西风 3-4级
2024-06-16,晴 ,  晴,28℃ , 21℃,西南风 4-5级 , 西南风 4-5级
2024-06-17,晴 ,  晴,31℃ , 21℃,西南风 4-5级 , 西南风 4-5级
2024-06-18,晴 ,  晴,32℃ , 20℃,西南风 4-5级 , 西南风 4-5级
2024-06-19,晴 ,  晴,27℃ , 20℃,南风 4-5级 , 南风 3-4级
2024-06-20,多云 ,  多云,26℃ , 20℃,东南风 3-4级 , 东南风 3-4级
2024-06-21,多云 ,  多云,25℃ , 20℃,东南风 3-4级 , 东南风 3-4级
2024-06-22,多云 ,  多云,26℃ , 20℃,南风 3-4级 , 南风 3-4级
2024-06-23,多云 ,  多云,28℃ , 20℃,北风 4-5级 , 北风 3-4级
2024-06-24,晴 ,  晴,28℃ , 20℃,北风 4-5级 , 西风 3-4级
2024-06-25,晴 ,  晴,29℃ , 20℃,南风 3-4级 , 南风 3-4级
2024-06-26,晴 ,  晴,30℃ , 22℃,南风 3-4级 , 南风 3-4级
2024-06-27,晴 ,  晴,29℃ , 21℃,南风 3-4级 , 南风 3-4级
2024-06-28,晴 ,  多云,29℃ , 21℃,南风 3-4级 , 南风 3-4级
2024-06-29,多云 ,  小雨,25℃ , 20℃,东南风 4-5级 , 北风 4-5级
2024-06-30,多云 ,  多云,28℃ , 21℃,南风 3-4级 , 北风 3-4级
2024-07-01,多云 ,  多云,30℃ , 21℃,北风 3-4级 , 东风 3-4级
