name,wealth,type,company,workplace,gender,age,hometown
张一鸣,49300.0,社交媒体,字节跳动,北京,先生,41,中国-福建-龙岩
钟睒睒,47900.0,饮料、医疗保健,养生堂,浙江杭州,先生,70,中国-浙江-绍兴
马化腾,44400.0,互联网服务,腾讯,广东深圳,先生,53,中国-海南
黄峥,34500.0,购物网站,拼多多,上海长宁,先生,44,中国-浙江-杭州
何享健,33100.0,家电制造,美的,广东佛山,先生,82,中国-广东-佛山
曾毓群,28200.0,锂电池,宁德时代,福建宁德,先生,56,中国-福建-宁德
丁磊,28200.0,互联网技术,网易,浙江杭州,先生,53,中国-浙江-宁波
李嘉诚,28200.0,投资,长江实业,香港,先生,96,中国-香港
李兆基,24600.0,房地产,恒基兆业,香港,先生,96,中国-广东-佛山
马云,23200.0,电子商务、金融科技,阿里系,浙江杭州,先生,60,中国-浙江-杭州
李书福,20400.0,汽车制造,吉利,浙江杭州,先生,61,中国-浙江-台州
严昊,20400.0,基础建设,太平洋建设,新疆乌鲁木齐,先生,38,中国-江苏-淮安
张刚,20400.0,电解铝、氧化铝,信发铝电,山东聊城,先生,43,中国-山东-聊城
李蔡美灵,19700.0,调味品,李锦记,香港,先生,未知,中国-香港
吕向阳,19700.0,投资,融捷,广东广州,先生,61,中国-安徽-芜湖
秦英林,19000.0,畜牧,牧原,河南南阳,先生,59,中国-河南-南阳
王传福,19000.0,汽车、充电电池,比亚迪,广东深圳,先生,58,中国-安徽-芜湖
赵长鹏,19000.0,虚拟货币交易所,币安,美国,先生,47,中国-江苏-连云港
雷军,18300.0,智能硬件与技术、投资,小米,北京,先生,55,中国-湖北-仙桃
陈建华,17600.0,化纤、石化、房地产,恒力,江苏苏州,先生,53,中国-江苏-苏州
张志东,17600.0,互联网服务,腾讯,广东深圳,先生,52,中国-广东-东莞
刘永行,16900.0,氧化铝、重化工、饲料,东方希望,上海浦东,先生,76,中国-四川-成都
王卫,15500.0,快递,顺丰,广东深圳,先生,54,中国-上海
魏建军,15500.0,汽车制造,长城,河北保定,先生,60,中国-河北-保定
郑淑良,15500.0,铝业、纺织,魏桥创业,山东滨州,先生,78,中国-山东
李西廷,14100.0,医疗器械,迈瑞,广东深圳,先生,73,中国-安徽-宿州
党彦宝,13400.0,煤化工,宝丰,宁夏银川,先生,51,
徐航,13400.0,医疗器械、房地产,迈瑞、鹏瑞,广东深圳,先生,62,中国-广东-广州
郑家纯,13400.0,珠宝,周大福,香港,先生,76,中国-香港
郭台铭,13100.0,电子制造,鸿海,台湾台北,先生,74,中国-台湾-新北
吴光正,13100.0,房地产,会德丰,香港,先生,78,中国-上海
刘銮雄,12800.0,房地产,华人置业,香港,先生,73,中国-香港
黄世霖,12500.0,锂电池,宁德时代,福建宁德,先生,57,中国-福建-宁德
王兴,12500.0,生活服务,美团,北京,先生,45,中国-福建-龙岩
庞康,12300.0,调味品,海天味业,广东佛山,先生,68,中国-广东-佛山
杜纪川,12000.0,半导体,金士顿科技,美国洛杉矶,先生,83,中国-重庆
孙大卫,12000.0,半导体,金士顿科技,美国洛杉矶,先生,73,中国-台湾-台北
林立,11400.0,投资,立业,广东深圳,先生,61,中国-广东-河源
宗馥莉,11400.0,饮料,娃哈哈,浙江杭州,女士,未知,
吕志和,11300.0,博彩,银河,香港,先生,95,中国-香港
严彬,11300.0,饮料、地产,华彬,北京,先生,70,中国-河南-新乡
钟慧娟,10800.0,医药,翰森,江苏连云港,女士,63,
李泽楷,10600.0,电信,电讯盈科,香港,先生,58,中国-香港
蔡浩宇,10300.0,游戏,米哈游,上海,先生,37,中国-山东-济南
张聪渊,10100.0,鞋业,华利实业,广东中山,先生,76,中国-台湾-桃园
刘汉元,9860.0,新能源、农业,通威,四川成都,先生,60,中国-四川-眉山
林百里,9790.0,消费电子产品,广达电脑,台湾桃园,先生,75,中国-上海
刘永好,9720.0,农业、化工、金融,新希望,四川成都,先生,73,中国-四川-成都
蔡崇信,9580.0,电子商务、金融科技,阿里系,浙江杭州,先生,60,中国-台湾
陈东升,9440.0,保险,泰康,北京,先生,67,中国-湖北-荆门
项光达,9440.0,钢铁,青山控股,浙江温州,先生,66,中国-浙江-温州
于泳,9440.0,钼矿,鸿商产业,上海浦东,先生,未知,
张国华,9440.0,物流、钢铁,长荣集团,台湾台北,先生,69,中国-台湾-台北
邝肖卿,9370.0,房地产,新鸿基,香港,女士,95,中国-香港
孙飘扬,9150.0,医药,恒瑞,江苏连云港,先生,66,中国-江苏-镇江
周群飞,8940.0,电子器件制造,蓝思科技,湖南长沙,女士,54,中国-湖南-湘潭
王来胜,8870.0,消费电子,立讯精密,广东深圳,先生,60,中国-广东-汕头
徐浩宇,8870.0,医药,扬子江药业,江苏泰州,先生,52,中国-江苏-泰州
王来春,8730.0,消费电子,立讯精密,广东深圳,女士,57,中国-广东-汕头
朱保国,8730.0,医药,健康元,广东深圳,先生,62,中国-河南-新乡
龚虹嘉,8660.0,视频监控产品,海康威视,浙江杭州,先生,59,
岑均达,8590.0,医药,恒瑞、翰森,江苏连云港,先生,未知,
梁稳根,8450.0,重型机械,三一,北京,先生,68,中国-湖南-娄底
王玉锁,8450.0,天然气、能源化工,新奥,河北廊坊,先生,60,中国-河北-廊坊
陈天桥,8310.0,投资,盛大,上海浦东,先生,51,中国-浙江-绍兴
汪俊林,8310.0,白酒,郎酒,四川成都,先生,62,中国-四川-眉山
杜双华,8100.0,钢铁,日照钢铁,山东日照,先生,59,中国-河北-衡水
陈丽华,7750.0,房地产、紫檀博物馆,富华,北京,女士,83,中国-北京
李水荣,7750.0,化纤,荣盛控股,浙江杭州,先生,68,中国-浙江
张勇,7610.0,餐饮,海底捞,北京,先生,53,中国-四川-成都
李彦宏,7390.0,网络信息服务,百度,北京,先生,56,中国-山西-阳泉
曹仁贤,7320.0,光伏设备,阳光电源,安徽合肥,先生,56,中国-浙江-杭州
刘强东,7320.0,电子商务、金融,京东,北京,先生,50,中国-江苏-宿迁
林木勤,7180.0,食品饮料,东鹏饮料,广东深圳,先生,60,中国-广东-深圳
朱义,7180.0,医药,百利天恒,四川成都,先生,61,
汪立平,7040.0,高压油缸,恒立液压,江苏常州,先生,58,中国-江苏-无锡
许仰天,7040.0,电商,希音,广东广州,先生,40,山东-淄博
严昕,7040.0,基础设施建设,苏商,上海,女士,41,中国-江苏-淮安
林斌,6900.0,智能硬件与技术,小米,北京,先生,56,
罗立国,6900.0,硅材料,合盛,浙江宁波,先生,68,中国-浙江-宁波
吴亚军,6900.0,房地产,龙湖,北京,女士,60,中国-重庆
裴振华,6760.0,超净产品,天华超净,江苏苏州,先生,未知,
许世辉,6760.0,食品,达利食品,福建泉州,先生,67,中国-福建-泉州
蔡明兴,6480.0,金融服务,富邦,台湾台北,先生,67,中国-台湾
陈邦,6480.0,医疗服务,爱尔眼科,湖南长沙,先生,59,中国-湖南-长沙
黄楚龙,6340.0,房地产、投资,星河,广东深圳,先生,65,中国-广东-揭阳
李华,6340.0,房地产,卓越,广东深圳,先生,58,中国-四川
蔡明忠,6200.0,金融服务,富邦,台湾台北,先生,68,中国-台湾
谢青,6200.0,网路安全,飞塔,美国旧金山,先生,未知,中国-北京
李天颖,6130.0,房地产,新鸿基,香港,先生,未知,中国-香港
米高·嘉道理,6130.0,能源,中电,香港,先生,83,中国-香港
陈贤哲,6060.0,投资,北极星,台湾台北,先生,71,中国-台湾
张虔生,6060.0,工业品、房地产,日月光,台湾高雄,先生,80,中国-台湾
虞仁荣,5990.0,半导体,韦尔股份,上海浦东,先生,58,
蔡宏图,5920.0,金融服务,霖园,台湾台北,先生,72,中国-台湾
杨惠妍,5920.0,投资、房地产、教育,碧桂园,广东佛山,女士,43,中国-广东-佛山
沈国军,5850.0,零售、房地产、物流,银泰,北京,先生,62,中国-浙江-宁波
宋建波,5850.0,铝业、纺织、房地产,南山,山东烟台,先生,54,中国-山东-烟台
霍斯特·帕德威尔,5770.0,消费品,创科实业,香港,先生,79,中国-香港
鲁伟鼎,5770.0,汽车制造业、房地产、农业,万向,浙江杭州,先生,53,中国-浙江-杭州
其实,5770.0,信息服务,东方财富,上海徐汇,先生,54,中国-上海
阮立平,5770.0,插座,公牛,浙江宁波,先生,60,
方威,5700.0,碳素、钢铁、煤焦,方大,北京,先生,51,中国-辽宁-沈阳
蒋仁生,5700.0,疫苗,智飞生物,重庆,先生,71,中国-广西-桂林
阮学平,5700.0,插座,公牛,浙江宁波,先生,52,
朱孟依,5700.0,房地产、投资,合生创展,广东广州,先生,65,中国-广东-梅州
蔡衍明,5630.0,食品和饮料,旺旺,台湾台北,先生,67,中国-台湾-台北
丁世忠,5630.0,体育用品,安踏,福建厦门,先生,54,中国-福建-泉州
赖海民,5630.0,房地产,鸿荣源,广东深圳,先生,58,中国-广东-揭阳
刘伟,5630.0,游戏,米哈游,上海,先生,37,
苏海文,5630.0,物流,BW,香港,先生,83,奥地利
王旭宁,5560.0,小家电,JS环球生活,香港,先生,55,中国-北京
谢华,5490.0,网路安全,飞塔,美国旧金山,先生,未知,中国-北京
蔡政达,5420.0,金融服务,霖园,台湾台北,先生,未知,中国-台湾
李平,5420.0,锂电池,宁德时代,福建宁德,先生,56,
曾芳勤,5350.0,消费电子精密件,领益智造,广东江门,女士,59,
丁世家,5350.0,体育用品,安踏,福建厦门,先生,60,中国-福建-泉州
罗宇皓,5350.0,游戏,米哈游,上海,先生,37,
沈彬,5350.0,钢铁,沙钢,江苏苏州,未知,未知,中国-浙江-杭州
李小冬,5280.0,网络游戏、电商,冬海集团,新加坡,先生,46,
谢炳,5280.0,医药,中生制药,北京,先生,72,中国-广东-汕头
高德康,5210.0,服装,波司登,江苏苏州,先生,72,中国-江苏-苏州
马建荣,5210.0,纺织、服装,申洲针织,浙江宁波,先生,59,中国-浙江
修涞贵,5210.0,医药,修正药业,吉林长春,先生,69,中国-吉林
邬建树,5070.0,汽车零部件制造,拓普,浙江宁波,先生,60,中国-浙江-宁波
陈发树,5000.0,医药、零售、投资,新华都,福建福州,先生,63,中国-福建-泉州
黄如论,5000.0,房地产,世纪金源,北京,先生,73,中国-福建-福州
赖梅松,4930.0,物流,中通,上海青浦,先生,54,
汪滔,4930.0,无人机,大疆,广东深圳,先生,44,中国-浙江-杭州
张和君,4930.0,电器零部件制造,德业股份,浙江宁波,先生,72,
朱艳,4790.0,房地产服务,贝壳,北京,先生,53,中国-陕西-渭南
陈志列,4720.0,特种计算机,研祥,广东深圳,先生,61,中国-江苏-无锡
李想,4720.0,新能源汽车,理想汽车,北京,先生,43,
张忠谋,4720.0,半导体,台积电,台湾新竹,先生,93,中国-浙江-宁波
刘金成,4650.0,锂电池,亿纬锂能,广东惠州,先生,60,中国-湖北-武汉
张志祥,4650.0,钢铁、矿业、船运,建龙,北京,先生,57,中国-浙江-宁波
李革,4580.0,医药,药明康德,上海浦东,先生,57,中国-北京
林张素娥,4580.0,房地产、金融,联邦,台湾台北,先生,未知,
史玉柱,4580.0,金融、在线游戏、投资,巨人,上海松江,先生,62,中国-安徽-蚌阜
陈天石,4510.0,人工智能芯片,寒武纪,北京,先生,39,
何小鹏,4510.0,新能源汽车,小鹏汽车,广东广州,先生,47,中国-湖北-黄石
胡凯军,4510.0,医药,远大,北京,先生,62,
陈金霞,4440.0,医药、投资,涌金投资,上海浦东,女士,56,中国-上海
何超琼,4370.0,博彩,信德、美高梅中国,香港,女士,62,中国-香港
郭炳联,4300.0,房地产,新鸿基,香港,先生,72,中国-香港
郭基辉,4300.0,房地产,新鸿基,香港,先生,41,中国-香港
施永宏,4300.0,餐饮,海底捞,北京,先生,54,中国-四川-成都
程雪,4230.0,调味品,海天味业,广东佛山,女士,54,中国-江苏-盐城
董建成,4230.0,运输,东方海外,香港,先生,81,中国-上海
林建华,4230.0,光伏材料,福斯特,浙江杭州,先生,62,中国-福建
刘益谦,4230.0,投资,新理益,上海浦东,先生,61,中国-上海
沈南鹏,4230.0,投资,红杉,北京,先生,57,中国-浙江-嘉兴
杨建文,4230.0,工业产品,伯恩光学,香港,先生,71,中国-香港
易峥,4230.0,软件,同花顺,浙江杭州,先生,54,中国-北京
陈凯旋,4150.0,日化用品,立白,广东广州,先生,66,中国-广东-揭阳
辜仲立,4150.0,金融服务,中信金控,台湾台北,先生,57,中国-台湾-台北
蔡奎,4080.0,房地产,龙湖,北京,先生,63,中国-四川-资阳
蔡志明,4080.0,玩具,旭日国际,香港,先生,79,中国-广东-揭阳
米恩华,4080.0,地产、畜牧,华凌工贸,新疆乌鲁木齐,先生,66,中国-山东-泰安
王健林,4080.0,房地产、文化,万达,北京,先生,70,中国-四川-绵阳
吴向东,4080.0,酒业、投资,华泽,北京,先生,54,中国-湖南-株洲
杨绍鹏,4080.0,航运,海丰,香港,先生,68,中国-山东-青岛
尤小平,4080.0,化工、铝业、投资,华峰,浙江温州,先生,66,中国-浙江-温州
蔡明介,4010.0,半导体,联发科技,台湾新竹,先生,74,中国-台湾
陈华,4010.0,房地产、投资,京基,广东深圳,先生,58,中国-广东-湛江
郭广昌,4010.0,投资,复星,上海黄浦,先生,57,中国-浙江-金华
赵涛,4010.0,医药,步长,北京,先生,58,中国-陕西-西安
钭正刚,3940.0,能源、化工,锦江,浙江杭州,先生,71,中国-浙江
李华,3940.0,金融服务,富途,香港,先生,46,
孙广信,3940.0,汽车销售、能源、房地产,广汇,新疆乌鲁木齐,先生,62,中国-新疆-乌鲁木齐
徐旭东,3940.0,金融服务,远东,台湾新北,先生,83,中国-上海
王宁,3870.0,玩具,泡泡玛特,北京,先生,37,中国-河南-新乡
李贤义,3800.0,玻璃,信义,香港,先生,72,中国-福建-泉州
涂辉龙,3800.0,商业、金融、地产,海雅,广东深圳,先生,65,中国-广东-汕尾
朱鼎健,3800.0,房地产,观澜湖,广东深圳,先生,50,中国-香港
梁庆德,3730.0,家电,格兰仕,广东佛山,先生,87,中国-广东-佛山
夏佐全,3730.0,汽车、充电电池,比亚迪,广东深圳,先生,61,中国-湖北-襄阳
叶澄海,3730.0,医药,信立泰,广东深圳,先生,81,中国-广东-梅州
江南春,3660.0,数字新媒体、投资,分众传媒,上海长宁,先生,51,中国-上海
李振国,3660.0,硅材料,隆基,陕西西安,先生,56,中国-河南-许昌
林陈海,3660.0,房地产,宝佳,台湾新北,先生,未知,中国-台湾-台北
林鸿南,3660.0,投资,宏泰,台湾台北,先生,57,中国-台湾
刘克振,3660.0,电脑产品,研华,台湾台北,先生,70,中国-台湾
张磊,3660.0,投资,高瓴资本,美国纽约,先生,52,中国-河南-驻马店
李春安,3590.0,硅材料,隆基,陕西西安,先生,56,中国-甘肃-兰州
缪汉根,3590.0,印染、化纤、房地产,盛虹,江苏苏州,先生,59,中国-江苏-苏州
叶国富,3590.0,新零售,名创优品,广东广州,先生,47,中国-湖北-十堰
余竹云,3590.0,绿色建材、新能源,中环新能源,安徽合肥,先生,51,中国-浙江-衢州
喻会蛟,3590.0,物流,圆通速递,上海青浦,先生,55,中国-浙江
周建平,3590.0,服装、投资,海澜,江苏无锡,先生,63,中国-江苏-无锡
曹德旺,3520.0,玻璃,福耀玻璃,福建福州,先生,78,中国-福建-福州
杜江涛,3520.0,煤化工、电力、运输,君正,内蒙古乌海,先生,55,中国-内蒙古-乌海
缪寿良,3520.0,房地产、水电,富源,广东深圳,先生,69,中国-广东
彭铁缆,3520.0,企业服务,博深集团,湖南长沙,先生,未知,中国-湖南-长沙
宋涛,3520.0,游戏,米哈游,上海,先生,48,
严建亚,3450.0,生物科技,巨子生物,陕西西安,先生,58,
袁征,3450.0,视频软件,zoom,美国旧金山,先生,54,中国-山东
郭金树,3380.0,煤炭、路桥、房地产,汇能,内蒙古鄂尔多斯,先生,73,中国-内蒙古-鄂尔多斯
姜滨,3380.0,声学及多媒体产品,歌尔股份,山东潍坊,先生,58,中国-山东-威海
许家彰,3380.0,化工,奇美,台湾台南,先生,未知,
姚良松,3380.0,橱柜,欧派家居,广东广州,先生,60,中国-广东-梅州
朱共山,3380.0,太阳能芯片、发电厂,协鑫,香港,先生,66,中国-江苏-盐城
曹其峰,3310.0,杂货,永新,香港,先生,78,中国-香港
张茵,3310.0,环保造纸,玖龙纸业,广东东莞,女士,67,中国-广东-韶关
郑崇华,3310.0,半导体,台达电子,台湾台北,先生,88,中国-福建-南平
陈大年,3240.0,上网平台,掌门科技,上海浦东,先生,46,中国-浙江-绍兴
廖龙星,3240.0,化工,长春,台湾台北,先生,未知,中国-台湾
林书鸿,3240.0,化工,长春,台湾台北,先生,96,中国-台湾
王麒诚,3240.0,文化传媒、投资,汉鼎宇佑,浙江杭州,先生,44,中国-浙江-杭州
徐波,3240.0,网络游戏,多益网络,广东广州,先生,47,
许荣茂,3240.0,投资、房地产,世茂,上海黄浦,先生,74,中国-福建-泉州
郑正,3240.0,化工,长春,台湾台北,先生,未知,中国-台湾
董经贵,3170.0,电动车,雅迪,江苏无锡,先生,54,
刘炽平,3170.0,互联网服务,腾讯,广东深圳,先生,51,中国-北京
茅理翔,3170.0,厨具,方太厨具,浙江宁波,先生,83,中国-浙江-宁波
孙纪木,3170.0,钢铁,新华联合冶金,河北沧州,先生,68,中国-浙江-绍兴
吴光明,3170.0,医疗设备,鱼跃医疗,江苏镇江,先生,62,中国-江苏-镇江
尹衍梁,3170.0,建筑开发、金融保险,润泰,台湾台北,先生,74,中国-台湾-台北
张红超,3170.0,餐饮,蜜雪冰城,河南郑州,先生,46,中国-河南-商丘
张红甫,3170.0,餐饮,蜜雪冰城,河南郑州,先生,39,中国-河南-商丘
赵燕,3170.0,生物医药、房地产,华熙国际,北京,女士,57,中国-云南-昆明
郑坚江,3170.0,家电、房地产,奥克斯,浙江宁波,先生,63,中国-浙江-宁波
朱林瑶,3170.0,香精香料、烟草,华宝国际,广东深圳,女士,54,中国-四川
蔡镇宇,3100.0,金融服务,宝丰隆,台湾台北,先生,71,中国-台湾-台北
崔根良,3100.0,电缆、热能电力、投资,亨通,江苏苏州,先生,66,中国-江苏-苏州
郭建军,3100.0,煤炭、路桥、房地产,汇能,内蒙古鄂尔多斯,先生,未知,
罗才仁,3100.0,橡胶,正新橡胶,台湾彰化,先生,71,中国-台湾-彰化
郭梅兰,3030.0,医药、电子新材料,东阳光,广东深圳,女士,未知,
薛敏,3030.0,医疗设备,联影医疗,上海嘉定,先生,未知,
赵藤雄,3030.0,房地产,远雄,台湾台北,先生,80,中国-台湾
陈永泰,2960.0,办公家具、房地产,震旦,台湾台北,先生,88,中国-台湾-台北
仇建平,2960.0,工具制造,巨星科技,浙江杭州,先生,62,中国-浙江-杭州
马维建,2960.0,金融服务,元大,台湾台北,先生,未知,
郭恩元,2890.0,钢铁、煤化工,普阳钢铁,河北邯郸,先生,76,中国-河北-邯郸
冷友斌,2890.0,乳业,中国飞鹤,北京,先生,55,中国-黑龙江-黑河
宿华,2890.0,传媒娱乐,快手科技,北京,先生,42,中国-湖南
叶刚,2890.0,网络游戏、电商,冬海集团,新加坡,先生,43,
张道才,2890.0,工业设备、汽车零部件、房地产,三花控股,浙江绍兴,先生,74,中国-浙江-绍兴
黄柏年,2820.0,房地产,外滩中心,上海,先生,68,印尼
倪祖根,2820.0,小家电,莱克电气,江苏苏州,先生,67,中国-江苏-苏州
潘政民,2820.0,消费电子精密件,瑞声科技,广东深圳,先生,57,中国-江苏
彭国远,2820.0,教育、房地产,心里程,广东深圳,先生,38,中国-广东-汕尾
许家印,2820.0,投资、房地产,恒大,广东广州,先生,66,中国-河南-周口
杨致远,2820.0,投资,雅虎,美国,先生,56,中国-台湾-台北
张峻,2820.0,保险,富德,广东深圳,先生,未知,中国-广东-揭阳
张兴海,2820.0,汽车、汽车零配件,小康控股,重庆,先生,61,中国-重庆
胡柏藩,2750.0,医药,新和成,浙江绍兴,先生,62,中国-浙江-绍兴
黄光苗,2750.0,房地产,中洲,广东深圳,先生,55,中国-广东-汕头
林敏雄,2750.0,房地产,元利,台湾台北,女士,74,
阮洪良,2750.0,光伏材料,福莱特,浙江嘉兴,先生,63,中国-浙江
王伟修,2750.0,通信设备,中际旭创,山东烟台,先生,74,中国-山东
薛华,2750.0,饲料,海大,广东广州,先生,54,
张剑,2750.0,电动自行车,爱玛,天津,先生,55,中国-河南-商丘
周超男,2750.0,软件与信息技术服务,润泽科技,河北廊坊,先生,64,中国-湖南-衡阳
曹龙祥,2680.0,医药,济川控股,江苏泰州,先生,67,
陈泰铭,2680.0,电子制造、收藏,国巨,台湾台北,先生,68,中国-台湾-台南
范现国,2680.0,食品与饮料,今麦郎,河北邢台,先生,64,中国-河北-邢台
李赶坡,2680.0,钢铁,敬业,河北石家庄,先生,75,中国-河北
李义海,2680.0,医药,济民可信,江西南昌,先生,61,中国-江西-南昌
廖汤慧霭,2680.0,房地产,纪惠,香港,女士,76,中国-香港
王正华,2680.0,航空,春秋航空,上海长宁,先生,80,中国-上海
吴以岭,2680.0,医药,以岭,河北石家庄,先生,75,中国-河北-衡水
项光通,2680.0,钢铁,青山控股,浙江温州,先生,未知,中国-浙江-温州
周晓萍,2680.0,汽车灯具,星宇股份,江苏常州,女士,63,中国-江苏-常州
曾小山,2610.0,铝业,曾氏企业,湖南长沙,先生,79,中国-湖南-邵东
陈志平,2610.0,电子烟,思摩尔,广东深圳,先生,48,
傅利泉,2610.0,软件、电子通讯产品,大华技术,浙江杭州,先生,57,中国-浙江-杭州
黄敏利,2610.0,休闲沙发,敏华,香港,先生,59,中国-福建-泉州
黄文仔,2610.0,房地产、投资,星河湾,广东广州,先生,71,中国-广东-广州
简军,2610.0,生物制药,爱美客,北京,女士,61,中国-北京
梁光伟,2610.0,投资,华强,广东深圳,先生,61,中国-浙江-台州
谢伟通,2610.0,有色金属,华友钴业,浙江嘉兴,先生,67,中国-台湾
许邦福,2610.0,电子元件,华城电机,台湾桃园,未知,未知,中国-浙江-宁波
张双旺,2610.0,煤炭,伊泰,内蒙古鄂尔多斯,先生,81,中国-内蒙古-鄂尔多斯
张文中,2610.0,零售,物美,北京,先生,62,中国-山东
季琦,2540.0,连锁酒店,华住,上海闵行,先生,58,中国-江苏-南通
靳保芳,2540.0,光伏,晶澳科技,河北邢台,先生,72,中国-河北-邢台
李洪信,2540.0,造纸,太阳纸业,山东济宁,先生,71,中国-福建
毛文超,2540.0,生活服务平台、电商,小红书,上海,未知,未知,中国-四川-绵阳
王俊民,2540.0,医药,海思科,西藏山南,先生,56,中国-辽宁
王树华,2540.0,钢铁,冀南钢铁,河北邯郸,先生,未知,
翁先定,2540.0,医疗器械,新产业,广东深圳,先生,63,
阎志,2540.0,房地产、投资,卓尔,湖北武汉,先生,52,中国-湖北-黄冈
杨卫东,2540.0,化工,卫星石化,浙江嘉兴,先生,56,中国-浙江
张力,2540.0,投资、房地产,富力地产,广东广州,先生,71,中国-广东-广州
张松桥,2540.0,投资、房地产,中渝,香港,先生,60,中国-重庆
周泽荣,2540.0,房地产、投资,侨鑫,广东广州,先生,70,中国-广东-汕头
蒋卫平,2460.0,锂矿,天齐锂业,四川遂宁,先生,69,中国-四川-成都
潘石屹,2460.0,投资、房地产,SOHO中国,北京,先生,61,中国-甘肃-天水
唐彬森,2460.0,饮料,元气森林,北京,先生,42,中国-安徽-合肥
阳萌,2460.0,电子商务,安克,湖南长沙,先生,42,
张静章,2460.0,注塑机,海天国际,浙江宁波,先生,87,中国-浙江-宁波
安康,2390.0,生物制药,华兰生物,河南新乡,先生,75,中国-河南-新乡
黄立,2390.0,电子制造,高德电气,湖北武汉,先生,61,中国-陕西-西安
黄茂如,2390.0,投资、房地产,茂业,广东深圳,先生,59,中国-广东-潮州
蒋业华,2390.0,房地产,华宇,重庆,先生,61,中国-重庆
林耀英,2390.0,电子元件,大立光,台湾台北,先生,91,
戚振波,2390.0,新零售,美腕,上海,先生,未知,
钱东奇,2390.0,机器人,科沃斯,江苏苏州,先生,66,中国-江苏-南京
肖永明,2390.0,矿产,藏格矿业,青海格尔木,先生,60,中国-四川-资阳
邢李㷧,2390.0,投资,思捷环球,香港,先生,75,中国-香港
张帆,2390.0,半导体芯片,汇顶科技,广东深圳,先生,59,中国-四川-成都
张宏伟,2390.0,能源、零售,东方,北京,先生,70,中国-黑龙江-哈尔滨
周胜馥,2390.0,货运物流,拉拉科技,广东深圳,先生,47,
邹支农,2390.0,通信设备,天孚通信,江苏苏州,先生,56,
蔡东晨,2320.0,医药,石药,河北石家庄,先生,71,中国-河北-石家庄
陈凯臣,2320.0,日化用品,立白,广东广州,先生,未知,中国-广东-揭阳
邓伟明,2320.0,工业产品,中伟股份,湖南长沙,先生,56,中国-湖南-长沙
利约翰,2320.0,能源,中电,香港,先生,70,
邵钦祥,2320.0,工业制造、房地产,花园,浙江金华,先生,70,中国-浙江-金华
王华君,2320.0,包装,裕同包装,广东深圳,先生,54,中国-江西-九江
王文京,2320.0,软件与信息服务,用友,北京,先生,60,中国-江西-上饶
王希成,2320.0,轮胎,玲珑轮胎,山东烟台,先生,76,中国-山东
吴少勋,2320.0,保健酒,劲牌,湖北黄石,先生,68,中国-湖北-黄石
徐乘,2320.0,食品,徐福记,广东东莞,先生,72,中国-台湾-台北
虞锋,2320.0,投资,云锋基金,上海徐汇,先生,61,中国-上海
张万镇,2320.0,通信部件、电子元器件,三环,广东潮州,先生,75,中国-广东-潮州
陈爱莲,2250.0,智能制造、投资,万丰,浙江绍兴,先生,66,中国-浙江-绍兴
陈明永,2250.0,消费电子产品,OPPO,广东东莞,先生,55,中国-四川-达州
陈谭庆芬,2250.0,房地产,恒隆,香港,先生,未知,
冯海良,2250.0,铜加工、投资,海亮,浙江绍兴,先生,64,中国-浙江
葛卫东,2250.0,投资,混沌投资,上海浦东,先生,55,
梁绍鸿,2250.0,房地产,大鸿辉,香港,先生,72,中国-香港
穆荣均,2250.0,生活服务,美团,北京,先生,44,
彭蕾,2250.0,电子商务、金融科技,阿里系,浙江杭州,先生,53,
伍步高,2250.0,银行业,永隆,香港,先生,80,中国-香港
程一笑,2180.0,传媒娱乐,快手科技,北京,先生,39,
李丐腾,2180.0,小家电,飞科电器,上海松江,先生,52,中国-浙江-温州
林明成,2180.0,金融服务,华南金控,台湾台北,先生,81,中国-台湾
罗家宝,2180.0,房地产,百乐,香港,先生,75,
吴冠江,2180.0,疫苗,智飞生物,重庆,先生,56,中国-四川-乐山
谢良志,2180.0,生物制药,神州,北京,先生,58,
张荣华,2180.0,钢铁,荣程,天津,女士,55,中国-天津
周鸿祎,2180.0,网络信息服务,三六零安全科技,北京,先生,54,中国-湖北-黄冈
蔡东青,2110.0,动漫,奥飞娱乐,广东汕头,先生,55,中国-广东-汕头
黄绍武,2110.0,投资,神州通,广东深圳,先生,54,中国-江西-九江
李留法,2110.0,水泥、铝业,天瑞,河南平顶山,先生,65,中国-河南-平顶山
倪永培,2110.0,白酒,迎驾,安徽六安,先生,72,中国-安徽-六安
任元林,2110.0,造船,扬子江船业,江苏无锡,先生,71,中国-江苏-无锡
王水福,2110.0,电梯、锅炉、房地产,西子联合控股,浙江杭州,先生,69,中国-浙江-杭州
魏应州,2110.0,食品和饮料,顶新,天津,先生,70,中国-台湾
许昆泰,2110.0,消费电子产品,蓝天,台湾台北,先生,68,中国-台湾
张雷,2110.0,风电,远景能源,江苏无锡,先生,48,中国-江苏-无锡
赵丰刚,2110.0,锂电池,宁德时代,福建宁德,先生,58,
池宇峰,2040.0,网游、影视娱乐,完美世界,北京,先生,53,中国-湖北
高纪凡,2040.0,光伏产品,天合光能,江苏常州,先生,59,
李锂,2040.0,医药,海普瑞,广东深圳,先生,60,中国-四川-眉山
李如成,2040.0,服装、房地产、投资,雅戈尔,浙江宁波,先生,73,中国-浙江-绍兴
林刚,2040.0,医药,康哲药业,广东深圳,先生,60,中国-广东
聂腾云,2040.0,物流,韵达,上海青浦,先生,48,
